Nome: CAMPOS DO JORDAO;;;;;;;;;;
Codigo Estacao: A706;;;;;;;;;;
Latitude: -22.75027777;;;;;;;;;;
Longitude: -45.60388888;;;;;;;;;;
Altitude: 1662.95;;;;;;;;;;
Situacao: Operante;;;;;;;;;;
Data Inicial: 2024-01-01;;;;;;;;;;
Data Final: 2025-12-31;;;;;;;;;;
Periodicidade da Medicao: Diaria;;;;;;;;;;
;;;;;;;;;;
Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
01/01/2024;.6;835.1;14.2;22.4;16.5;13.6;87;65;7.5;1.6
02/01/2024;0;834.1;14.8;26.5;18.1;12.6;82.8;47;5.9;1
03/01/2024;.4;833.3;16.5;24.9;18.5;16.1;88.9;62;6.2;1.1
04/01/2024;38.4;833.1;15.4;22.9;17.2;14.4;90.1;66;7.9;1.6
05/01/2024;7;833.6;14.5;24.9;17.8;13;82.2;53;8.4;1.7
06/01/2024;.2;834.3;14.2;24.6;18.2;11.9;79.2;53;5.9;1.5
07/01/2024;0;835.3;14.5;26.8;18.9;12.8;77.8;44;5.7;1.3
08/01/2024;.2;835.7;15.8;26.9;19.3;15;81.7;50;10.3;1.3
09/01/2024;1;836.6;15.9;25.5;18.6;14.8;85.5;58;9;1.4
10/01/2024;14.2;836.3;16;26.1;19.2;14.7;83.1;52;8.1;1.1
11/01/2024;26.4;835.6;16.7;25.6;19.2;16.3;86.6;57;7.9;1.3
12/01/2024;1.2;834.3;16.9;24.9;18.9;16.9;88.4;63;10;1
13/01/2024;9.2;835.9;16.5;22;18;16.4;90.6;72;6.6;1.1
14/01/2024;17.6;836.9;16.9;23.2;18.7;16;89.6;69;5.6;.8
15/01/2024;.6;837.2;16.9;24.8;19;16.5;88;63;7;1.1
16/01/2024;.2;837.4;16.8;26.9;20.3;16;81.5;55;5.2;1
17/01/2024;0;838;16.9;27.8;20;15.9;83.5;50;6.9;1.2
18/01/2024;5.2;836.8;17.2;27.8;19.9;15.9;85.8;52;9.4;1.1
19/01/2024;7;835.6;16.9;26.1;19.7;15.4;85.1;56;7.2;1.5
20/01/2024;0;833.5;16.7;22.9;19.3;17;85.4;68;5;.7
21/01/2024;21.6;833.7;15.9;23.3;17.5;15.5;90.9;64;10;1.7
22/01/2024;7.8;835.7;15.1;22.7;16.7;14.9;90.5;66;6.9;1.8
23/01/2024;2.6;834.2;13.4;16.1;14.2;13.9;94.6;90;11.4;2.2
24/01/2024;41.4;831.9;13.3;21.2;15.4;11.6;87.9;65;10;1.9
25/01/2024;2.8;832.1;13.5;23.2;15;12.4;91.4;62;8.8;1.7
26/01/2024;20.2;833.5;13;19.9;14.6;11.1;90.2;72;8.5;1.8
27/01/2024;1;834.3;13.3;24.6;17.4;11.9;79.2;45;8.4;1.3
28/01/2024;.2;835.7;14.1;25.6;16.3;12.9;87.6;53;7.1;1.1
29/01/2024;19.8;835.9;13.6;26.1;17.1;11.2;81.9;48;6.4;1.2
30/01/2024;5.2;835.8;13.8;25;18.4;13.5;76.6;49;5.3;1.1
31/01/2024;0;836.5;13.1;26;16.5;12.5;82.3;43;9.1;1.3
01/02/2024;4.2;837.4;13.1;24.6;16.3;10.8;83.3;55;5.5;1.3
02/02/2024;0;838.9;13.1;20.3;15.5;13;86.4;68;9;1
03/02/2024;6.6;839.1;14.6;24.4;17.3;13.7;84.7;59;12;1.4
04/02/2024;5.4;838.7;14.6;23.3;16.3;14.1;90;61;8;1.3
05/02/2024;13.8;837.7;14.1;23.5;17.3;12.3;82.7;58;4.6;1.2
06/02/2024;1.2;838.3;15.3;24.3;17.6;14;87.1;60;8.5;1.6
07/02/2024;15;837;14.6;24.2;18.2;13.1;81.3;54;7.7;1.4
08/02/2024;0;836.2;15.6;25.9;18.5;14.7;84.5;52;7.5;1.5
09/02/2024;29.4;837.2;15;25.9;17.7;12.6;86.2;47;7.6;1.6
10/02/2024;18.8;838.4;13.6;24.3;18.3;12.2;76.4;48;6.5;1.7
11/02/2024;0;839;14;26.3;18.3;12.5;77.5;44;8.1;1.1
12/02/2024;10.6;839.8;16.2;25.1;19;15.6;84.7;57;6.2;1.3
13/02/2024;0;839.5;16.1;26.2;19.3;16.8;82.7;55;5.6;1.3
14/02/2024;7.4;838.1;15.5;23.1;17.1;14.9;90.3;69;6.3;1.1
15/02/2024;45.4;836.5;16.1;17.9;16.7;16;96.5;95;8.5;2
16/02/2024;31.6;836;15.2;23.1;17.2;13.5;88.1;68;5.6;1.3
17/02/2024;.2;834.8;15.5;23.9;17.5;13.5;88.8;62;6.1;1.1
18/02/2024;.4;833.5;14.9;21.9;16.2;12.6;92.3;74;6.4;.9
19/02/2024;12.2;831.9;14.8;22.8;16.9;12.8;88;62;7.1;1.1
20/02/2024;16.8;830.6;16;21.8;17.2;14.8;92.7;75;5.7;1
21/02/2024;15;831.2;16;25.1;18.2;15.8;88.1;57;4.8;.9
22/02/2024;67.4;832.9;16.2;26.5;18.8;14.7;86.2;52;10.5;1.2
23/02/2024;8.6;836.6;17;25.4;18.6;16.2;91.3;57;7.5;1.3
24/02/2024;15.8;839.8;17.2;23.9;18.7;16.9;91.3;66;5.9;1
25/02/2024;4.6;840.6;16.7;25.5;19.1;15.2;87;62;10.8;1.4
26/02/2024;.2;838.9;16.5;24.7;19.1;15.4;85.4;64;9.1;1.6
27/02/2024;6.6;836.4;17.2;26.2;19.9;16.3;85.4;60;5.9;1.1
28/02/2024;0;836.1;17.7;26.1;19.7;16.5;88.8;62;4.7;.9
29/02/2024;12.6;836.4;18;25.5;19.7;15.9;90.1;66;8.2;1.3
01/03/2024;9;835.6;16.4;24.6;18.5;15.5;88.1;63;10.7;1.6
02/03/2024;18.6;835.5;14.9;23.1;17.3;13.6;86.6;67;7.1;1.7
03/03/2024;.2;835.6;14.5;26.3;17.7;12.3;82.7;48;6.3;1.4
04/03/2024;8;836;13.4;25.9;18.3;11.3;74.8;48;7.4;1.3
05/03/2024;1.6;836.4;16.4;26.2;19.4;16.2;84;53;6.5;.9
06/03/2024;12.2;836.8;16.4;23.8;18.1;15.9;90.5;62;6.5;1.1
07/03/2024;12;838.6;16.8;23.5;18.6;16.2;90;71;6.1;1.2
08/03/2024;26;838.2;16.9;24.2;18.3;15.2;91.4;65;7.6;1.2
09/03/2024;14;836.4;17.5;25.1;18.9;17;91.8;65;5;.9
10/03/2024;12.4;835.8;17.4;22.8;18.8;17.4;91.8;75;7.7;1.5
11/03/2024;2;837.6;15.7;23.7;18.2;15.5;85.8;67;6.5;1.4
12/03/2024;0;838.2;16.1;26.6;19;13.5;84.6;58;6.1;1.4
13/03/2024;.2;838;15.6;26.3;19.2;13.5;80.9;54;5;1.3
14/03/2024;0;837.7;15.7;27.8;19.7;13.9;80;46;5.5;1
15/03/2024;.4;836.3;16.2;27.7;20.5;14.8;79;37;5.4;1.1
16/03/2024;0;835.2;16.6;28.1;19.9;15.5;83.1;46;7.7;1.2
17/03/2024;12.4;836.1;16.7;27.9;20.1;15.4;82.7;47;5.9;1
18/03/2024;7.6;836.1;17.2;26.2;19.7;15.6;86.6;62;5.9;1.1
19/03/2024;4.6;835.2;17.4;26.1;19.9;15.4;86.3;57;6;.9
20/03/2024;3.2;833.8;17.6;27.4;19.8;16.6;87.9;56;6.2;1.2
21/03/2024;.2;834.2;17.7;25.4;20.4;17.8;85.2;64;7.3;1
22/03/2024;21.4;836.8;15.9;20.4;17;16.9;93.5;80;10.4;1.6
23/03/2024;9.4;838.3;12.5;14.2;13.2;11.3;95.5;92;12.7;3.2
24/03/2024;21;837.4;13.9;16.6;14.7;12.6;95.3;92;10;1.9
25/03/2024;8;835.4;14.6;22.5;16.5;13.1;88.9;69;7.8;1.3
26/03/2024;.4;836.2;15;20.5;16.3;14.9;92.4;76;4.5;1
27/03/2024;.6;837.7;14.2;16.9;15;13.8;94.8;89;6.3;1.5
28/03/2024;18.6;838.5;14.7;17.5;15.4;13.9;96;90;6.2;.8
29/03/2024;26.8;838.3;15.9;20.2;16.7;14.8;95;83;3.8;.7
30/03/2024;9;836.9;16.1;21.5;17.5;16;92.1;78;8.4;1.5
31/03/2024;3;836.2;9.9;23.4;16;9;70.9;35;6.4;1
01/04/2024;1;835.7;10.6;23.9;16.1;9.3;73;22;4.8;.9
02/04/2024;0;835.2;13.1;23.1;16.3;12.1;82.5;51;3.9;.8
03/04/2024;.2;836.2;14.3;24;17.6;11.9;82.2;54;4.7;.9
04/04/2024;0;837.5;14.8;26;18.5;13.5;81;43;5.9;1.1
05/04/2024;.2;837.7;13.7;25.3;17.8;11;78.9;40;6.2;1.2
06/04/2024;.2;837.1;12.9;22.7;16.3;10.8;81.6;60;6.7;1.4
07/04/2024;0;837.9;13.3;23.3;17;11.8;80.5;53;6.5;1
08/04/2024;.2;837.2;13.9;22.3;16.4;12.5;85.6;59;6.1;.9
09/04/2024;.6;836.5;14.9;22.2;17.6;15;84.9;60;6;.9
10/04/2024;0;835.5;14.2;24.7;17.8;12.4;81.4;48;5.3;1.2
11/04/2024;.2;836.8;15;22.2;17;12.8;88.3;68;6.1;1.2
12/04/2024;0;838.3;14.6;22.2;17.1;14.9;85.3;58;8.1;2
13/04/2024;.4;838.1;14.2;22.8;17;12.1;84.3;65;6.4;1
14/04/2024;0;837.1;14.8;22;17.4;14.6;85.4;63;6.8;1.2
15/04/2024;0;837.6;14.7;21.4;17.5;14.9;84.4;67;7.6;1.1
16/04/2024;0;838.5;14.8;24.3;18.2;15.4;81.4;58;6.5;1.2
17/04/2024;0;837.2;15.3;24;17.8;15.1;86.3;60;4.3;1.2
18/04/2024;25.6;836.6;13.7;17.4;14.6;12.9;94;82;6.1;1.2
19/04/2024;0;837.4;12.8;22;15.1;11.4;87.1;64;4.8;1
20/04/2024;0;838.7;13.3;21.3;15.9;12.4;86.1;56;4.7;1
21/04/2024;.2;838.1;11.8;22.6;15;8.9;83;48;5;1.2
22/04/2024;.2;837.1;9.5;21.9;14.3;8.6;75.8;42;4.3;1
23/04/2024;.2;837.3;9.5;23.2;15.1;8.7;72.5;35;4;.8
24/04/2024;0;837.4;11;23.6;16;9.3;75.1;36;4.1;1
25/04/2024;0;837.6;14.5;23.2;17.8;13.7;81.8;55;5.3;1.1
26/04/2024;0;837.9;14.5;23.1;17.1;12.3;85.3;64;4.4;.9
27/04/2024;.2;837.1;13.9;23.5;16.9;12;84.1;57;5.5;1.1
28/04/2024;.2;836.8;13.7;24.3;16.8;11.8;83.5;48;5.3;1.1
29/04/2024;.2;837.8;13.9;24.8;17.3;11.9;81.6;52;4.6;.9
30/04/2024;.2;837.9;12.7;23.4;16.9;11.8;78;48;5.3;1
01/05/2024;0;837.1;12.1;23.7;16.7;11;75.9;50;4.4;.9
02/05/2024;0;835.1;13.4;22.9;17.8;13;76.5;56;6.3;.9
03/05/2024;.2;836.4;12.5;24.7;17;11.6;77.3;41;3.8;1
04/05/2024;0;838.7;11.6;24.7;17.2;11.6;72.2;38;6.4;1
05/05/2024;0;840.2;7;24;16.4;10.2;60.8;20;6.6;1
06/05/2024;0;838.6;8.8;22.4;15.4;7.5;66.9;39;8.6;1.2
07/05/2024;.2;837.7;13.6;22.1;16;11.1;86.6;68;5.2;1.3
08/05/2024;.2;837.8;12.7;20.8;15.7;11.1;83.2;62;6.4;1.3
09/05/2024;.2;839.1;12;22.6;15.6;9.8;80.7;44;5.3;1.2
10/05/2024;0;837.9;11.9;22.2;15.9;10.8;79.3;46;4.6;.8
11/05/2024;.2;836.8;12;23;16.3;10.7;77.1;53;5.2;1
12/05/2024;0;835.8;11.8;22.5;16.3;11.2;76.6;50;5.3;.8
13/05/2024;0;835.7;10.4;23.8;17.7;14;63.6;40;6.8;1.1
14/05/2024;0;836.5;11.4;20.7;15.3;9.8;78.6;56;4.7;1
15/05/2024;.2;837.1;13.1;19.3;14.9;11.2;89.4;67;4.5;.8
16/05/2024;0;837.7;13.7;20.3;15.7;11.6;88.6;68;6.7;1.1
17/05/2024;0;839;12.9;22.8;16.8;13.2;79.5;47;5.5;1.2
18/05/2024;.2;838.9;12.1;24;16.3;10.8;77.8;51;4.6;1.1
19/05/2024;0;838.7;12.3;23.1;15.5;10.2;83.1;51;4.1;.8
20/05/2024;.2;838.7;13.2;22.9;16.3;12.1;83.5;55;3.8;1
21/05/2024;0;840.3;12.8;20.1;15.2;11.3;86.3;65;4.2;.8
22/05/2024;.2;840.4;11.6;21.8;14.7;10.4;83.2;56;6.1;1.1
23/05/2024;.2;838.3;10.6;19.9;14.1;10.3;80.8;54;6.9;1.4
24/05/2024;0;836.7;11.2;21;15.3;11;77.5;58;10.3;1.9
25/05/2024;.2;837.6;11.9;18.8;14;12.1;87.3;71;6.9;1.1
26/05/2024;13.2;838.8;11.4;13.2;11.9;10.5;96.6;95;12.1;.9
27/05/2024;22;838.8;12.2;14.4;12.7;10.8;97.1;96;5;.8
28/05/2024;19;837.6;12.9;17.7;14.9;12.4;88.2;73;9.7;1.6
29/05/2024;.2;837.6;8.8;17.5;12.5;11;79.4;52;8.4;1.6
30/05/2024;0;838.8;4.8;15.3;7.7;1.1;83.6;38;4.7;.9
31/05/2024;.2;840.2;4.7;17.1;8.8;2.2;79;33;8.9;1.2
01/06/2024;.2;841.5;4.6;16;9;3.5;77.2;34;7.2;1.3
02/06/2024;0;841.6;6.9;18.2;10.7;5.5;79.1;49;5.9;1.1
03/06/2024;.2;841.9;9.6;18.3;12.2;7.9;84.7;59;6.5;1.1
04/06/2024;0;841.1;10.6;16.8;12.4;8.3;89.1;69;5;1.1
05/06/2024;.2;840.8;10.3;17.4;12.3;7.3;87.8;64;6.9;1.2
06/06/2024;0;840.7;9.3;17.7;12.2;7.9;83.8;60;4.1;1
07/06/2024;.2;841.4;8.1;19.8;11.9;6.4;79.5;50;3.8;1
08/06/2024;0;841.4;9.2;20.6;12.5;7.1;82.3;50;4.7;.9
09/06/2024;.2;840.1;9.7;20.7;12.8;7.7;82.8;55;7.7;1.2
10/06/2024;.2;839.5;9.8;21.4;13.5;8.6;79.7;38;6.7;1.5
11/06/2024;0;840.5;7.8;21.6;12.6;4.2;74.5;34;3.8;1
12/06/2024;.2;840.1;5.8;19.1;12.2;6.7;70.2;24;8;1.2
13/06/2024;0;839.4;7;18;12.1;6.6;72.6;48;7.4;1.4
14/06/2024;0;839.7;7;18.6;12.6;7.8;69.5;56;9.3;1.5
15/06/2024;0;840.8;10.6;21.6;14.8;11.6;76.9;54;5.5;1
16/06/2024;.2;839.5;8.7;20.6;12.5;7.1;79.5;41;4.3;.9
17/06/2024;0;837.6;8.3;19.2;13.4;9.8;72.7;50;6.2;.9
18/06/2024;0;837.2;7.1;18.4;11.6;7.2;75.7;48;7;1.2
19/06/2024;0;838.3;7;20;11.4;6.2;76.8;50;8.2;1.3
20/06/2024;.2;839.2;6.2;19.7;11.3;4.4;74.2;39;5.4;1.1
21/06/2024;0;838.5;6.5;17.6;11;5.5;75.2;50;7.9;1.2
22/06/2024;0;838.1;8.1;18.3;12.9;8.2;73.8;53;8.6;1.2
23/06/2024;0;837.5;8.6;19.8;14.1;9.7;70.7;50;4.8;.8
24/06/2024;0;837.5;9.3;20.2;13.3;7.9;78.3;54;4.6;1
25/06/2024;0;838.6;11.2;19.9;13.7;8.7;85.9;59;5;1.1
26/06/2024;.2;837.7;11.6;20.3;15.1;10.7;81.3;59;7;1.2
27/06/2024;0;835.5;10.6;19.3;15.2;11.9;74.3;57;6;1
28/06/2024;.2;835.4;9.8;18.9;13.5;8.9;80;56;7.8;.9
29/06/2024;0;836.3;10;20.2;14.7;11.2;74.8;54;5.4;.9
30/06/2024;1;836.8;11.4;14.8;12.3;10.3;94.8;77;3.6;.5
01/07/2024;1;838.5;9.2;14.2;9.7;6.9;96.5;88;7;1
02/07/2024;10.2;839.6;7.6;18.1;10.1;4.5;86.2;55;5.6;1.1
03/07/2024;.2;838.5;9.3;18.8;12.3;7.2;83.3;52;4.6;.9
04/07/2024;0;837.9;8.8;17.8;13.3;9.6;75.9;46;4.5;.7
05/07/2024;0;839.1;7;18.7;11.7;6.2;74.5;48;4.1;.8
06/07/2024;0;839.8;7.7;19.4;12.1;6.7;77.2;45;5.1;.9
07/07/2024;0;838.3;9.1;19.2;12.8;7.8;78.9;59;5.1;.9
08/07/2024;0;836.5;9.8;19.8;14.7;11.1;73;51;5.4;.8
09/07/2024;.2;835.8;10.6;19.1;13.2;12;85.3;60;8.7;.9
10/07/2024;17.6;835.8;12;17.1;13.7;10;90;74;6.4;.8
11/07/2024;0;839;11.7;21.2;15.7;11.2;78.7;55;5.6;.8
12/07/2024;.2;842.5;11.7;20.6;14.7;10.3;82.9;56;8.6;1.5
13/07/2024;0;842.3;11.7;17.3;13.2;11.5;90.7;71;8.9;1.9
14/07/2024;0;840.6;10;18.5;13.2;10.4;81.8;59;7.9;1
15/07/2024;.2;841.5;8.9;18.4;12.1;7.1;82.5;58;4.7;1.2
16/07/2024;0;842.3;9.1;18.1;11.9;7.2;83.9;60;4.5;.9
17/07/2024;.2;842.3;8.5;17.9;11.8;6.3;82;53;6.3;1.2
18/07/2024;0;841;6.9;19.3;11.3;5.1;78;41;4.1;.9
19/07/2024;.2;842.3;7.2;18.9;10.9;4.2;79.8;45;4.4;1
20/07/2024;.2;841.7;1.7;20.5;11.5;4;61;14;4.5;.9
21/07/2024;0;840.9;4.2;20.2;11.2;4.1;64.8;22;4.6;1.1
22/07/2024;.2;841.5;5.4;20.5;11.7;5.3;70.2;29;5.3;1.1
23/07/2024;0;842.1;3.8;19.9;11.2;2.1;65.5;21;4.4;1.1
24/07/2024;0;842.1;5.5;19.9;11.2;4.4;70.5;33;4.4;1
25/07/2024;0;840.8;6.8;20;11.5;5;75.4;40;5.1;1.1
26/07/2024;0;839.5;7;18.9;11.5;6;76.6;44;3.9;.9
27/07/2024;.2;839.9;6.5;19.6;11.6;5.9;74;43;4.8;.8
28/07/2024;0;840.3;7.9;21.5;13.7;7.6;70;44;5.8;.8
29/07/2024;0;840;9;21.2;14.3;9;72.3;43;5.7;1.1
30/07/2024;1.2;841;9.6;11.9;10.4;9.7;95.1;88;8.5;1.6
31/07/2024;.6;841.7;9.6;18.8;12.4;6.7;84.3;59;6.1;1.4
01/08/2024;.2;842.2;7.9;18.5;11.8;6.8;79.4;43;5.2;1.1
02/08/2024;.2;841.6;6.4;20.3;11.9;5.7;72.8;39;4.7;1
03/08/2024;0;841.2;6.5;19.7;12.9;6.7;68;31;7;1.4
04/08/2024;0;841.3;10.1;20.9;13.7;8.4;80.3;54;4.7;1
05/08/2024;.2;841.2;8.4;22.1;14.4;8.4;71.8;35;4.3;1
06/08/2024;0;839.8;9;21.2;14;8.6;74;43;5.7;1
07/08/2024;0;837.2;7.7;21.5;15;9.3;63.6;42;5.8;.8
08/08/2024;0;836.2;7.4;22.5;16.1;10.4;58;36;4.8;.7
09/08/2024;0;836.7;9.5;16.9;13.4;11;77.8;61;7.4;1.3
10/08/2024;25.4;834.7;6.8;12;7.2;5.2;97.4;84;6.4;1.3
11/08/2024;2.8;835.9;-.8;17.3;6.4;-2.3;67.7;24;4.6;1
12/08/2024;0;836.1;-1.4;16.6;7.3;-.4;58.5;23;6.9;1.3
13/08/2024;0;838.5;1.2;14.7;6.6;.7;69.9;41;5.1;1.1
14/08/2024;0;839.6;1.6;21.1;10.4;3.3;60;20;6.7;1.5
15/08/2024;0;840.2;6;22.8;12.9;4.8;65.5;34;6.4;1.2
16/08/2024;0;840.4;7;24.6;14.7;7.6;64.9;30;5;1
17/08/2024;0;840.2;5.9;25.1;15.6;7.2;57;21;4.8;1.1
18/08/2024;0;840;4.6;25.2;16.3;8.3;49.7;16;5.2;1
19/08/2024;0;839.7;4.4;24.8;15.5;7.4;51.1;21;4.5;1
20/08/2024;0;840.1;4.3;24.2;15.6;8.1;52.4;23;5.8;1.2
21/08/2024;0;839.7;4;24.5;16.5;8.7;47.8;21;6.1;1
22/08/2024;0;838.4;5.2;24.8;16.6;9.5;48.4;24;5.5;.9
