Nome: CAMPOS DO JORDAO;;;;;;;;;;
24/04/2025;.2;834.8;13.9;20.7;15.5;11.1;90.8;69;4.1;.9
25/04/2025;22;833.1;14.6;18.6;15.3;14;95.5;79;8.3;.9
26/04/2025;12.8;833.8;14.6;20.8;16.1;14;91.2;69;4.4;.8
27/04/2025;.4;834.2;14.6;22.5;16.4;12.8;90;62;4.4;.8
28/04/2025;.8;833.3;14.5;19.9;16;12.8;91.7;70;10.2;1.2
29/04/2025;3.6;834;12.9;17.3;13.9;12.4;94;77;5.2;1
30/04/2025;.2;835.5;10.6;17.2;12.7;9.2;87.6;63;4.4;1.1
01/05/2025;0;837.3;10.7;19.5;13.3;9.7;85.8;58;5.4;1.3
02/05/2025;.2;838.2;10.1;19;12.5;6.9;86.5;59;5.2;1.2
03/05/2025;.2;838.5;9.6;19.8;12.6;6.7;83.5;45;4.9;1.1
04/05/2025;0;838.4;10.7;18.4;13.2;9.9;85.4;57;4.7;1.1
05/05/2025;.2;838.9;9.7;18;12.4;7.5;84.5;59;4;.8
06/05/2025;0;837.8;9.5;18;12.8;8.9;82;56;7;.8
07/05/2025;.2;837.9;10.6;19.4;12.9;8;86.8;63;5.5;.8
08/05/2025;0;838.3;11.5;21.4;14.1;8.9;85.7;59;5.4;.9
09/05/2025;.2;837.3;12.3;20.9;14.9;10.5;85;58;7.9;1.3
10/05/2025;0;838.6;13.4;22.3;17.3;13.7;78.8;54;7.2;1.1
11/05/2025;7;840.3;12.4;16.1;12.8;13;97.3;94;6.1;.8
12/05/2025;7.2;841.2;11.3;16.9;12.6;9.4;92;76;9.5;1.8
13/05/2025;0;840.4;10.6;17.6;12.8;9.4;87.2;53;6.6;1.4
14/05/2025;.2;839.9;7.6;15.3;11;6.7;80.8;53;8.1;1.8
15/05/2025;0;840.3;8.7;16.9;11;5.8;86.8;62;5.5;1
16/05/2025;.2;840.6;10.4;20.1;12.7;7.7;87.1;55;7.5;1.1
17/05/2025;.2;840;10.4;19;12.8;7.4;86.6;61;5.2;1.1
18/05/2025;.2;839.7;10.1;20.4;12.6;8;86.1;44;7.5;1.4
19/05/2025;.2;839.5;9;20.3;12.5;7.5;81.1;37;5.6;1.2
20/05/2025;.2;839.2;9.4;20.4;12.6;6.7;82.5;45;4.6;1
21/05/2025;0;838.7;11.4;20.3;13.9;9.4;85.6;57;4.4;.9
22/05/2025;.2;838.7;10.2;20;13;8;84.6;58;3.8;.9
23/05/2025;.8;839.4;11.5;17.6;12.7;9;92.7;75;6.2;1.3
24/05/2025;3.2;840.3;11.6;17.4;12.9;9.9;92.1;69;8.6;1.6
25/05/2025;.2;840.3;10.5;19.2;12.4;7.8;89.1;62;5.3;.9
26/05/2025;.4;839.7;10;18.5;12.2;7.2;87.3;65;5.4;1
27/05/2025;0;839;10.8;16.8;12.8;8.8;88.2;75;8.2;1.3
28/05/2025;0;837.6;12.3;18.8;15;13.3;84.5;68;6.4;1
29/05/2025;0;837.5;11;15.2;12.8;12.5;88.7;80;9.2;1.2
30/05/2025;1;838.1;8.6;17.7;10.9;6.2;86.9;56;5;1
31/05/2025;.2;838.7;9.7;19.3;12.9;9.3;82.6;48;5;.9
01/06/2025;.2;840.3;8.5;20;12.1;5.9;81.5;30;4.4;1.2
02/06/2025;.2;841.5;10.3;18.2;12.3;7.1;88.5;67;4.2;1
03/06/2025;.2;840.1;10.3;15.7;11.4;8.4;93;82;6.3;1.1
04/06/2025;1.6;838.6;10.8;19.6;13;6.9;87.6;66;6.7;1.5
05/06/2025;.2;838.1;11.6;19;14.1;9.5;86.1;64;4.4;.9
06/06/2025;.8;837.8;12.5;17.2;14.4;12.8;88.7;74;7.8;1.3
07/06/2025;13;837.2;12.4;18;13.7;9.7;92.6;72;5.6;.9
08/06/2025;2.2;835.5;11.9;15.1;12.5;9.4;96.5;86;5.4;1
09/06/2025;10.2;834.9;11.5;14.3;12.2;11;95.5;86;5.4;.9
10/06/2025;.2;836.5;9.3;13.8;10.5;8.3;92.3;73;4.9;1.1
11/06/2025;0;837.6;6.5;10.8;7.4;5.3;94.3;72;5.7;1.3
12/06/2025;.6;838.4;4.5;9.5;6.2;2.7;89.5;64;9.7;2.5
13/06/2025;.2;839.8;3.7;13.9;6.8;1.3;82.8;51;5.8;1.1
14/06/2025;.2;840.5;4.6;13.1;6.8;1.2;87;68;8.2;1.3
15/06/2025;0;839.9;6.4;15.7;9;5;84.5;61;8.1;1.8
16/06/2025;0;841.3;8;19.1;11.1;5.3;82.5;49;5.9;1.4
17/06/2025;.2;841.2;6.6;16;10;3.9;80.9;51;6.9;1.2
18/06/2025;.2;840.7;7.3;15.8;10.6;5.3;81.1;57;10.5;1.2
19/06/2025;0;840.5;8.2;17.7;12.7;8.6;75.7;55;5.4;.9
20/06/2025;0;838.8;8.2;18;11.6;6.1;81.3;55;4.8;.9
21/06/2025;0;835.9;8.8;17.7;13;8.7;76.5;57;5.1;.8
22/06/2025;0;835;9.4;17.9;13.7;10;76.4;57;4.5;.7
23/06/2025;0;834;9.8;20;15;13.3;71.7;56;9.6;1.2
24/06/2025;6.2;835;8.3;14.9;11;11.9;84.2;56;10.5;1.9
25/06/2025;0;838.2;-1.9;15.8;7.4;-.6;55.3;19;8.9;1.4
26/06/2025;0;839.3;8.9;16.3;11.7;7.6;83.3;67;6.5;1.7
27/06/2025;0;839.8;11.2;19.7;14.4;11.2;81.6;63;6.4;.9
28/06/2025;0;840.1;11;18.9;14.3;9.3;81.9;64;8.4;1.5
29/06/2025;0;838.7;10.8;19.8;14.3;11.1;80.6;60;10.7;1.8
30/06/2025;.2;839.9;9.7;20.2;13.1;8.4;81.7;52;6.9;.9
01/07/2025;.2;840.8;9.9;16.9;10.9;6.8;94.1;75;5;.9
02/07/2025;0;842.1;9.2;15.8;10.7;8.9;91.2;68;4.7;1
03/07/2025;0;842.1;8.2;14.2;9.1;6.4;94;80;4;.8
04/07/2025;0;841.9;8;14.4;9.7;7.6;89.8;68;7.2;1.5
05/07/2025;.2;840.9;6.7;16.3;9.7;4.2;83.1;52;5.1;.8
06/07/2025;0;839.6;6.3;16.1;8.4;2.9;87.5;57;3.7;.9
07/07/2025;.2;840.5;6.9;16.7;9;3.4;88.1;57;4.1;.8
08/07/2025;.2;840.3;6.6;17.1;9.4;3.5;84;57;4.5;1.1
09/07/2025;.2;841;7.4;14.4;9.5;5.9;87.4;58;4.9;.7
10/07/2025;0;842.7;6.6;16.5;10;4.8;81.5;53;5.9;.7
11/07/2025;.2;843.2;6.2;16.9;11.3;5.7;72.3;50;5.9;.8
12/07/2025;0;842.7;6.7;15.8;11.8;9.5;72.5;45;5.7;1
13/07/2025;0;842.4;5.7;14.9;11.1;9.1;70.8;49;6.1;1.1
14/07/2025;0;841.9;5;15.9;8.8;3;79.5;39;4.3;.9
15/07/2025;0;840.6;1.7;16.4;8.7;2.6;66;32;4.9;.8
16/07/2025;0;839.6;3.6;17.1;8.7;2.1;72.8;43;4.1;1
17/07/2025;0;838.5;4.9;18.2;9.7;2.9;74.4;44;4.5;1
18/07/2025;0;837.4;6.7;17.8;12.4;7.1;69.5;51;7.2;1.4
19/07/2025;0;839;6.4;17.9;10.9;4.4;76.3;34;4.1;.8
20/07/2025;.2;839.2;5.8;19.4;10.3;4;76.2;35;4.2;1
21/07/2025;0;838.1;7.7;19.2;11.3;5.6;80;51;4.7;1.1
22/07/2025;0;837.7;8.5;19.3;13.1;8.2;75.9;52;5.8;1.1
23/07/2025;.2;839.4;7.3;17.4;10.9;5.7;80.3;58;4.5;.9
24/07/2025;0;839;7.9;18.5;10.7;5.7;83.8;60;4.4;.8
25/07/2025;0;837.8;9.7;16.8;11.1;8;91.5;70;8;1
26/07/2025;6.2;838.2;7.4;19.2;11;4.8;81.1;35;4.2;1
27/07/2025;.2;837.5;8;19.1;12.2;6.6;78.3;48;5;1.1
28/07/2025;.2;835.9;9.5;15.8;13.9;12.1;75.5;59;7.9;1.4
29/07/2025;1.6;835.8;6.2;14.2;9.9;7.8;78.7;52;6.4;1.5
30/07/2025;0;838.1;-2.2;14.9;5.8;-1.5;59.6;16;4.7;.9
31/07/2025;0;840.8;.4;17.5;8.4;1.4;59.7;24;4.9;1.1
01/08/2025;0;842.5;2.8;20.7;10.1;2;65.4;23;5.7;1.1
02/08/2025;0;841.9;2.3;18.6;10.1;2.5;64.4;19;6.1;1.4
03/08/2025;0;840.4;2.8;20.4;10.4;2.7;63.5;26;7.4;1.2
04/08/2025;0;840;4.8;18.2;10.1;3.8;71.5;43;6.9;1.4
05/08/2025;0;840.4;7.2;16.5;11.3;7.9;76.7;53;3.8;.7
06/08/2025;0;839.6;8.4;17.1;10.9;7.2;85.6;56;5.7;1
07/08/2025;.2;837.4;7.2;19.4;11.3;5.2;78.8;42;6.1;1
08/08/2025;0;835;8.5;19.8;13.1;8;75.5;47;7.7;1
09/08/2025;2.2;834.2;6.7;16.6;11.1;8.6;76.1;43;8.6;1.3
10/08/2025;0;836.2;3.4;10.9;5.8;-.9;85;64;9.3;1.7
11/08/2025;0;836.4;4.5;13.6;7.4;2.1;83.6;53;5.8;1.4
12/08/2025;.2;836.2;4.6;16.8;8.2;1.2;80.9;40;4.8;1.1
13/08/2025;0;837.4;2.4;20.2;9.8;2.1;66.4;25;3.8;1.1
14/08/2025;0;839.2;4.9;19.2;10.6;3.8;72.1;29;4.5;.9
15/08/2025;.2;840.4;8;18;10.4;4.9;86;59;4.7;1
16/08/2025;.2;839.4;8.9;20.7;12.1;6;83;49;5.6;1.2
17/08/2025;.2;838.7;9.6;21.4;12.8;6.9;82.5;49;5.8;1.1
18/08/2025;.2;839.1;8.1;19.8;12.6;6.7;77;30;6.7;1.4
19/08/2025;0;838.5;8.7;20;12.3;6.1;80;54;6.7;1.2
20/08/2025;0;838.8;9.6;23.3;15.6;9.4;70.2;35;8;1.5
21/08/2025;0;838.9;9.7;24.7;18.2;12.7;59;38;5;.8
22/08/2025;0;838.3;9.4;25.1;17.2;10.4;63.9;32;8.4;1.1
23/08/2025;0;838.2;7.1;23.4;16.2;10.8;56.6;31;8.1;1.4
24/08/2025;0;838.9;8.8;24.5;15.6;8.3;67.5;29;5.4;1.1
25/08/2025;0;840.3;9.4;24.6;16.8;11;65;32;5.9;1.2
26/08/2025;0;840.5;11.1;24.2;15.7;10.7;76.9;39;7.5;1.2
27/08/2025;.6;840.7;10.7;18.3;13.5;9.3;83.5;65;5.3;1.1
28/08/2025;0;840.6;9.8;22.3;13.9;8.1;79.8;38;4.9;1.3
29/08/2025;4.6;839;10.2;15;11.5;8.8;91.8;78;11.8;1.1
30/08/2025;4;839.6;7.1;17.1;12.1;7.3;73.5;46;11.3;2.7
31/08/2025;0;840.4;8.6;19.4;12.6;7;78.3;48;9.9;1.8
01/09/2025;0;841.8;10.1;21.3;13.6;9.1;81.8;47;7.6;1.5
02/09/2025;2;841.7;10.1;21.5;13.3;8;82.3;46;5.8;1.2
03/09/2025;0;840.7;9.4;17.2;12.2;7.5;83.7;63;6.4;1.5
04/09/2025;.2;839.6;6.6;22;13.2;5.8;69.6;27;7.1;1.2
05/09/2025;0;838.6;7.2;24.3;14.3;6.3;65.3;37;5.1;1.1
06/09/2025;0;838.9;10;18.9;13;8.4;82.6;55;6.3;1.3
07/09/2025;0;840.1;12;23.4;15.8;10.7;80.2;51;4.6;1.1
08/09/2025;0;839.6;12.1;25.1;17;10.7;75.4;45;5.9;1.1
09/09/2025;0;837.6;10.6;23.9;17;12.7;67.9;42;8.8;1.8
10/09/2025;0;838.4;5.5;24.5;14.7;6.2;58.2;20;6;1.1
11/09/2025;0;839.2;5.6;25.7;15.9;7.1;56.3;23;6;1.2
12/09/2025;0;838.2;5.2;22.5;13.6;7.1;58.6;37;7.2;1.1
13/09/2025;0;837.9;10.2;18.7;12.3;9;87.8;65;5.8;1.5
14/09/2025;0;838.2;10.5;23.1;14.7;10.3;79.3;36;5.9;1.3
15/09/2025;.2;837.7;9.8;23.7;15;8.5;74.5;30;6.5;1.3
16/09/2025;0;836.3;10.5;23.1;14.4;9.8;79;48;9.4;1.2
17/09/2025;1.4;836.5;9.9;19.4;13.1;9;82.7;44;7.3;1.3
18/09/2025;0;837.3;7.7;22.1;14.5;6.8;67.1;32;6.5;1.2
19/09/2025;0;837.4;10.9;23;15.8;9;73.8;49;9;1.2
20/09/2025;0;836.7;11.4;25;18.1;12.9;67.4;40;8.3;1.4
21/09/2025;0;834.1;12;25.7;19.5;14;62.8;43;7.7;1.1
22/09/2025;6.2;832.3;12.6;20.8;15.8;14.6;82.3;56;14.2;1.6
23/09/2025;11.4;837.4;12.1;18.5;13.9;10;89;69;8.2;1.5
24/09/2025;3.6;842.1;11.8;19.8;13.1;9.7;92.6;72;9.5;1.7
25/09/2025;0;842.9;8.8;12.7;9.7;9;93.8;81;12;4
26/09/2025;0;840.8;7.2;15.8;9.5;6.8;86;66;12.3;3.2
27/09/2025;.2;839.3;8.1;20.4;12;4.5;79.8;47;6;1.4
28/09/2025;0;838.6;6.7;23.8;14.3;6;65.3;30;6.5;1
29/09/2025;0;839.1;8.6;25.9;17.4;10.8;58.8;33;5.5;1.3
30/09/2025;0;839.5;6.9;26.5;17.6;9.5;54.9;24;6.3;1.2
01/10/2025;0;839.4;8.7;27.6;17.2;9.5;60.3;27;6.4;1.4
02/10/2025;0;839.8;11.6;24.3;17;11.1;72;48;6.1;1.3
03/10/2025;0;839.1;12.5;23.5;16.8;12;77.5;46;8;1.3
04/10/2025;0;839.2;10.6;21.4;16;11.9;71.4;53;9;1.5
05/10/2025;0;838.2;11.7;26.9;17.8;12;69.8;41;7.3;1.5
06/10/2025;0;836.1;9.9;28;18.5;10.3;62.7;26;5.6;1.2
07/10/2025;0;836;11.5;26.1;17.1;12.9;72.3;31;7.2;1.6
08/10/2025;.2;837.5;11.7;19.6;13.2;11.6;91.1;69;8.5;2.3
09/10/2025;16.8;838.7;12;18.7;13.2;9.7;92.7;76;12.7;2
10/10/2025;4.8;838.2;12.8;17.3;13.9;12.5;93.4;82;12.4;1.2
11/10/2025;15.8;836.3;12.7;21;15;10.9;87.2;60;4.5;1
12/10/2025;0;834.8;12.9;23.1;16.9;12.2;79.5;50;7.6;1
13/10/2025;1.8;833.4;13.6;19.7;15.3;13.8;89.8;72;5.8;1
14/10/2025;7.4;835.6;14;23.3;16.5;13.8;86.3;62;7;1.6
15/10/2025;.2;837.7;13;23;16.1;10.5;83.6;60;5.9;1.4
16/10/2025;0;837.1;13.4;24.9;17.4;11.3;79.4;47;5.5;1
17/10/2025;.2;835.5;13.4;26.1;18.5;11.9;74.8;38;5.7;1
18/10/2025;1;833.5;14.2;20.1;16.3;14.9;87.9;67;7.6;1.1
19/10/2025;26.8;835.8;8.9;14.3;9.4;7.3;97.3;92;13.5;2.9
20/10/2025;13.4;839.1;5.8;10.3;7.2;5.3;90.9;72;10.4;2.8
21/10/2025;.2;840.8;3.6;14.3;8.4;3.2;73.7;45;15;4
22/10/2025;0;841.3;5.3;17.2;9.8;4.5;75;53;8.8;2.4
23/10/2025;.2;840.8;5.6;19.5;11.2;4.7;72;31;8;1.5
24/10/2025;0;839.7;6.1;21;12.3;4.6;69.1;38;8.6;1.1
25/10/2025;0;837.7;8.1;23;14.8;8.1;66.3;36;7.1;1.3
26/10/2025;0;836.1;9.6;25;16.6;10;66.4;33;5.5;1.3
27/10/2025;0;836.7;11.5;23.7;15.5;10.9;78.3;51;4.3;1
28/10/2025;6.6;837.8;13.8;18.8;15;13.4;92.7;70;7.5;1.1
29/10/2025;2.8;836.6;13.5;20.7;15.9;13.8;86.3;68;9.2;1.4
30/10/2025;11.6;836.4;13.2;19.5;13.8;11.7;96.5;76;5.6;1.1
31/10/2025;6.2;835.9;13.2;15.7;13.6;11.7;97.8;93;15.5;.9
01/11/2025;17;836.3;13.6;23.3;15.5;10.5;89.8;56;13;1.3
02/11/2025;18;834.9;14.1;15.8;14.5;12.5;97.8;95;6.7;1.2
03/11/2025;11;833.8;14.9;21.7;16.5;13.8;91.1;66;9.2;1
04/11/2025;6.2;834.8;15.9;25.2;18.6;14.5;85.4;55;6.6;1.1
05/11/2025;2.2;835.4;15.2;24.6;18.3;13.7;83.5;58;6.3;1.4
06/11/2025;.4;835.2;12.6;21;14.6;11.7;88.5;60;8.3;1.8
07/11/2025;0;832.5;12.5;23.2;16.2;7.8;80.6;55;6.2;1
08/11/2025;1.8;830;14.7;20;16.7;15.4;88.5;74;8.4;1.6
09/11/2025;6.8;835.1;10.7;18.5;12.5;9.1;89;63;9;1.7
10/11/2025;0;837.4;10.4;20.5;13.2;8.7;84.6;60;8.6;1.9
11/11/2025;0;837.6;11.2;22.8;15;7.8;80.1;51;5.8;1.5
12/11/2025;.2;837.1;10.3;25.3;16.5;9.2;71.2;28;5.6;1.4
13/11/2025;0;837.1;12.2;25.7;16.6;10.8;78;40;5.3;1.3
14/11/2025;13.4;837.9;14.4;22.4;16.2;13.3;89.6;65;4.6;1.3
15/11/2025;.2;836.8;14.6;23;16.8;13.7;87.4;58;8.2;1.7
16/11/2025;.6;834.8;14.8;19.7;16.2;14.9;91.9;78;8.6;1.2
17/11/2025;1.6;833.5;15.1;22;17.2;15.5;88.2;67;5.4;.9
18/11/2025;4.2;831.1;14.6;21.6;16.6;15.2;88.8;66;13.1;2
19/11/2025;7.2;831.3;10;18.8;13.4;9.8;80.7;59;8.4;2.1
20/11/2025;.2;834.5;9.2;19.2;13.1;8.6;78;60;11.1;2.5
21/11/2025;0;835.2;9.8;24.6;16.1;8.1;70.1;36;5.7;1.2
22/11/2025;0;835.1;12.8;25.1;17.1;11.2;78;44;9.6;1.2
23/11/2025;10.4;834.9;13.5;22.8;15.2;11.4;90.5;56;8.4;1.1
24/11/2025;16;833.3;12.6;19.2;13.9;12;92.7;69;10;.9
25/11/2025;14.6;832.9;11.7;19.2;13.6;10.6;89.4;63;7.9;2
26/11/2025;0;834.6;7.1;20;13.3;6.9;69;28;8;1.6
27/11/2025;0;835.2;10.6;24.1;15.1;7.1;77.8;34;5.5;1.4
28/11/2025;0;834.2;13;25;16.9;11.7;79.8;39;6.9;1.6
29/11/2025;0;833.3;8.4;25.2;17.8;8.6;56.8;30;7.9;1.5
30/11/2025;0;833.6;6.4;26.6;19.4;9.3;43.8;27;7.8;1.6
01/12/2025;0;833;12.1;27.7;19.8;12;63.5;36;6;1.2
02/12/2025;.2;832;15.5;23.2;17.8;15.7;86.6;59;9.1;1
03/12/2025;13.6;832;15.1;24.7;17.6;13.8;86.3;55;8.5;1.1
04/12/2025;11.2;832.8;14.2;22.6;16.5;13.8;87.3;63;8;1.3
05/12/2025;.2;834.3;12.8;25.2;16.6;10.4;80.1;42;5.4;1.2
06/12/2025;0;835.8;13.3;23.8;17.5;12.7;78.4;46;7.6;1.6
07/12/2025;0;836;12.9;26.8;17.8;11.5;74.6;34;12.7;1.4
08/12/2025;.2;834.9;14.8;25.5;18.8;14.9;78.6;51;7.4;1.1
09/12/2025;15.2;830.7;15;17.9;15.8;15;95.1;83;12.6;1.5
10/12/2025;23.4;827.3;14.2;20.8;16.9;14.5;85;59;14.6;3.1
11/12/2025;11.2;829.8;11.8;23.2;18.4;14.4;66.1;47;13.4;3
12/12/2025;2.4;832.1;13.4;24.3;18.5;12.2;73.8;47;5.7;1.2
13/12/2025;14.6;832.1;14.9;23.6;16.9;14.2;88.6;60;9.9;1.2
14/12/2025;18.6;833;15.6;20.9;16.9;14.4;92.1;75;7.1;1.1
15/12/2025;3.4;832.8;16.5;25.3;18.5;15.5;88.8;59;6.6;.9
16/12/2025;6.2;832.5;16.9;25.4;18.8;15.8;89.7;61;6.1;1.1
17/12/2025;4;834.1;12.5;17.5;13;8.9;96.5;90;13.9;2.5
18/12/2025;1.2;834.2;14.1;17.4;14.4;10.2;98.1;92;7.5;1.4
19/12/2025;1.4;834.8;15.7;18.6;16.2;14.8;97.2;89;5.5;.8
20/12/2025;4.6;835.8;15.1;25.2;17.4;13;87.2;57;6.8;1.7
21/12/2025;4.8;836;13.6;23.9;17.4;11.4;79.9;51;5.4;1.4
22/12/2025;4.2;835.6;14.2;24.9;17.7;12.3;81.3;47;7.1;1.4
23/12/2025;1.8;836.4;13.9;25.6;18.4;12.5;76.7;51;4.9;1.1
24/12/2025;.4;836.3;14;27.1;19.3;13;74;41;5.3;1.3
25/12/2025;0;836;15.2;27.7;19.4;14;79;43;14.1;1.2
26/12/2025;.2;836.6;15.9;28.6;20.8;16.3;76.2;40;12.3;1.4
27/12/2025;27.8;836.8;17.4;26.3;19.4;15.4;88.8;61;6.1;1.1
28/12/2025;4.8;835.5;15.9;29.1;21.2;14.3;74.3;41;8.5;1.2
29/12/2025;.6;834.9;17.3;26.2;20.1;16.6;84.3;57;15.4;1.1
30/12/2025;10.6;835.5;17;27.6;20.7;15.8;81.4;50;6.7;1.1
31/12/2025;.2;836.4;16;25.5;18.6;16.1;86.2;45;7.6;.9
